,Movie,Production Budget,Domestic Gross,Worldwide Gross,Genre,Movie Rating,User Rating,Meta Score,Duration in mins,Director,Lead,Year,User Rating Good/Bad,Meta Score Good/Bad,Director Count 0/1,Director Count
2957,NIGHT ON EARTH (1992),2000000.0,2015000.0,2063656.0,,,,,,,,,,,,
2958,NIGHT SCHOOL (2018),29000000.0,77339130.0,104145633.0,,,,,,,,,,,,
2959,NIGHTCRAWLER (2014),8500000.0,32381218.0,50334418.0,Horror,R,7.8,76.0,117.0,['Dan Gilroy'],Jake Gyllenhaal,2014,1.0,1.0,1.0,1.0
2960,NIGHTHAWKS (1981),5000000.0,14600000.0,19600000.0,,,,,,,,,,,,
2961,NIGHTLIGHTS (2014),250000.0,21147.0,21147.0,,,,,,,,,,,,
2962,NIGHTMARE ALLEY (2021),60000000.0,11338107.0,37537773.0,,,,,,,,,,,,
2963,NIKITA (1991),7000000.0,5017971.0,5017971.0,,,,,,,,,,,,
2964,NIM'S ISLAND (2008),37000000.0,48006762.0,101857425.0,,,,,,,,,,,,
2965,NINE (2009),80000000.0,19676965.0,56984219.0,,,,,,,,,,,,
2966,NINE 1 2 WEEKS (1986),18000000.0,6734844.0,6734844.0,,,,,,,,,,,,
2967,NINE LIVES (2016),30000000.0,19700032.0,57814445.0,Comedy-Drama,PG,5.3,11.0,87.0,['Barry Sonnenfeld'],Kevin Spacey,2016,0.0,1.0,1.0,1.0
5979,NINE QUEENS (2000),,,,Horror,R,7.9,80.0,114.0,['Fabián Bielinsky'],Ricardo Darín,2000,1.0,1.0,1.0,1.0
2968,NINJA ASSASSIN (2009),50000000.0,38122883.0,62209892.0,,,,,,,,,,,,
2969,NIXON (1995),45000000.0,13668249.0,34668249.0,,,,,,,,,,,,
2970,NO COUNTRY FOR OLD MEN (2007),25000000.0,74273505.0,164035753.0,Horror,R,8.2,92.0,122.0,"['Ethan Coen', 'Joel Coen']",Tommy Lee Jones,2007,1.0,1.0,0.0,2.0
2971,NO END IN SIGHT (2007),2000000.0,1433319.0,1433319.0,,,,,,,,,,,,
2972,NO ESCAPE (2015),5000000.0,27288872.0,42844516.0,,,,,,,,,,,,
2973,NO GOOD DEED (2014),13200000.0,52543632.0,54323210.0,,,,,,,,,,,,
2974,NO LOOKING BACK (1998),5000000.0,143273.0,143273.0,,,,,,,,,,,,
2975,NO MAN'S LAND (2001),1000000.0,1067481.0,2684207.0,Comedy-Drama,R,7.9,84.0,98.0,['Danis Tanovic'],Branko Djuric,2001,1.0,1.0,1.0,1.0
5980,NO ONE GETS OUT ALIVE (2021),,,,Drama,R,5.3,43.0,87.0,['Santiago Menghini'],Phil Robertson,2021,0.0,1.0,1.0,1.0
2976,NO RESERVATIONS (2007),28000000.0,43107979.0,91943956.0,,,,,,,,,,,,
2977,NO SE ACEPTAN DEVOLUCIONES (2013),5000000.0,44467206.0,100486616.0,,,,,,,,,,,,
2978,NO STRINGS ATTACHED (2011),25000000.0,70662220.0,149228078.0,,,,,,,,,,,,
2979,NO TIME TO DIE (2021),250000000.0,160891007.0,759959662.0,,,,,,,,,,,,
2980,NOAH (2014),130000000.0,101200044.0,352831065.0,,,,,,,,,,,,
2981,NOBODY (2021),16000000.0,27568035.0,57512470.0,,,,,,,,,,,,
5981,NOBODY KNOWS (2004),,,,Drama,PG-13,8.0,88.0,141.0,['Hirokazu Koreeda'],Yûya Yagira,2004,1.0,1.0,1.0,1.0
2982,NOBODY'S FOOL (2018),19000000.0,31713110.0,32589493.0,,,,,,,,,,,,
2983,NOCHNOY DOZOR (2006),4200000.0,1502188.0,33913542.0,,,,,,,,,,,,
2984,NOCTURNAL ANIMALS (2016),22500000.0,10663357.0,32398681.0,,,,,,,,,,,,
2985,NOMAD (2007),40000000.0,79123.0,79123.0,,,,,,,,,,,,
2986,NOMADLAND (2021),5000000.0,3700000.0,38728987.0,,,,,,,,,,,,
2987,NON STOP (2014),50000000.0,91742160.0,222383055.0,,,,,,,,,,,,
2988,NOPE (2022),68000000.0,123277080.0,171024705.0,,,,,,,,,,,,
5982,NORBIT (2007),,,,Romance,PG-13,4.1,27.0,102.0,['Brian Robbins'],Eddie Murphy,2007,0.0,1.0,1.0,1.0
2989,NORM OF THE NORTH (2016),18000000.0,17062499.0,30535660.0,,,,,,,,,,,,
5983,NORTH BY NORTHWEST (1959),,,,Action/Adventure,Approved,8.3,98.0,136.0,['Alfred Hitchcock'],Cary Grant,1959,1.0,1.0,1.0,1.0
2990,NORTH COUNTRY (2005),30000000.0,18324242.0,23676771.0,,,,,,,,,,,,
2991,NORTHFORK (2003),1900000.0,1420578.0,1445140.0,,,,,,,,,,,,
2992,NOT ANOTHER TEEN MOVIE (2001),15000000.0,37882551.0,62401343.0,,,,,,,,,,,,
2993,NOT COOL (2014),800000.0,35688.0,35688.0,,,,,,,,,,,,
2994,NOT EASILY BROKEN (2009),5000000.0,10572742.0,10732909.0,,,,,,,,,,,,
2995,NOTES ON A SCANDAL (2006),27500000.0,17510118.0,50578411.0,,,,,,,,,,,,
2996,NOTHING BUT A MAN (2012),300000.0,17241.0,17241.0,,,,,,,,,,,,
5984,NOTHING BUT TROUBLE (1991),,,,Comedy,PG-13,5.0,13.0,94.0,['Dan Aykroyd'],Chevy Chase,1991,0.0,1.0,1.0,1.0
2997,NOTHING TO LOSE (1997),25000000.0,44480039.0,64594061.0,,,,,,,,,,,,
2998,NOTORIOUS (1946),2000000.0,24464742.0,24493053.0,Romance,Not Rated,7.9,0.0,102.0,['Alfred Hitchcock'],Cary Grant,1946,1.0,0.0,1.0,1.0
2999,NOTORIOUS (2009),19000000.0,36843682.0,44972183.0,,,,,,,,,,,,
3000,NOTTING HILL (1999),42000000.0,116089678.0,363718196.0,,,,,,,,,,,,
3001,NOVEMBER (2005),250000.0,191862.0,191862.0,,,,,,,,,,,,
3002,NOVOCAINE (2001),6000000.0,2025238.0,2522928.0,,,,,,,,,,,,
3003,NOW YOU SEE ME (2013),75000000.0,117723989.0,342769200.0,,,,,,,,,,,,
3004,NOW YOU SEE ME 2 (2016),90000000.0,65075540.0,328325007.0,,,,,,,,,,,,
3005,NOWHERE BOY (2010),1900000.0,1445366.0,7785229.0,,,,,,,,,,,,
3006,NOWHERE IN AFRICA (2003),6500000.0,6173485.0,6568446.0,,,,,,,,,,,,
3007,NOWHERE TO RUN (1993),15000000.0,22189039.0,52189039.0,,,,,,,,,,,,
3008,NUEVE REINAS (2002),1500000.0,1222889.0,12412889.0,,,,,,,,,,,,
5985,NURSE (2013),,,,Horror,R,4.5,29.0,84.0,['Douglas Aarniokoski'],Paz de la Huerta,2013,0.0,1.0,1.0,1.0
3009,NURSE BETTY (2000),24000000.0,25170054.0,27732366.0,,,,,,,,,,,,
3010,NUTTY PROFESSOR II THE KLUMPS (2000),84000000.0,123307945.0,166307945.0,Romance,PG-13,4.4,38.0,106.0,['Peter Segal'],Eddie Murphy,2000,0.0,1.0,1.0,1.0
3011,O BROTHER WHERE ART THOU (2000),26000000.0,45506619.0,75763814.0,Comedy,PG-13,7.7,69.0,107.0,"['Joel Coen', 'Ethan Coen']",George Clooney,2000,1.0,1.0,0.0,2.0
3012,O MENINO E O MUNDO (2014),500000.0,129479.0,280967.0,,,,,,,,,,,,
3013,O OTHELLO (2001),5000000.0,16017403.0,16017403.0,,,,,,,,,,,,
3014,OBLIVION (2013),120000000.0,89107235.0,287916633.0,,,,,,,,,,,,
3015,OBSERVE AND REPORT (2009),18000000.0,24007324.0,27148898.0,,,,,,,,,,,,
3016,OBSESSED (2009),20000000.0,68261644.0,73964713.0,Romance,PG-13,5.0,25.0,108.0,['Steve Shill'],Beyoncé,2009,0.0,1.0,1.0,1.0
3017,OBSLUHOVAL JSEM ANGLICKEHO KRIILE (2008),4900000.0,617228.0,7174984.0,,,,,,,,,,,,
3018,OBVIOUS CHILD (2014),1000000.0,3122616.0,3324070.0,,,,,,,,,,,,
5986,OCCUPATION (2018),,,,Action/Adventure,R,4.7,45.0,119.0,['Luke Sparke'],Jacqueline McKenzie,2018,0.0,1.0,1.0,1.0
3019,OCEAN'S 8 (2018),70000000.0,140218711.0,297718711.0,,,,,,,,,,,,
3020,OCEAN'S ELEVEN (2001),85000000.0,183417150.0,450728529.0,Horror,PG-13,7.7,74.0,116.0,['Steven Soderbergh'],George Clooney,2001,1.0,1.0,1.0,1.0
3021,OCEAN'S THIRTEEN (2007),85000000.0,117144465.0,311744465.0,,,,,,,,,,,,
3022,OCEAN'S TWELVE (2004),110000000.0,125531634.0,362989076.0,,,,,,,,,,,,
3023,OCEANS (2010),80000000.0,19422319.0,86787530.0,,,,,,,,,,,,
3024,OCTOBER BABY (2012),1000000.0,5355847.0,5391992.0,,,,,,,,,,,,
5987,OCTOBER SKY (1999),,,,Biography,PG,7.8,71.0,108.0,['Joe Johnston'],Jake Gyllenhaal,1999,1.0,1.0,1.0,1.0
3025,OCTOPUSSY (1983),27500000.0,67900000.0,187500000.0,,,,,,,,,,,,
3026,OCULUS (2014),5000000.0,27695246.0,44115496.0,,,,,,,,,,,,
3027,OFFICE CHRISTMAS PARTY (2016),45000000.0,54767494.0,115097874.0,,,,,,,,,,,,
3028,OFFICE SPACE (1999),10000000.0,10827813.0,12179708.0,Comedy,R,7.7,68.0,89.0,['Mike Judge'],Ron Livingston,1999,1.0,1.0,1.0,1.0
3029,OLD (2021),18000000.0,48276510.0,89836797.0,,,,,,,,,,,,
3030,OLD DOGS (2009),35000000.0,49492060.0,95104304.0,Comedy,PG,5.3,19.0,88.0,['Walt Becker'],Robin Williams,2009,0.0,1.0,1.0,1.0
3031,OLD JOY (2006),300000.0,255923.0,399908.0,,,,,,,,,,,,
3032,OLD SCHOOL (2003),24000000.0,75155000.0,86737464.0,,,,,,,,,,,,
3033,OLDBOY (2003),3000000.0,707391.0,6219559.0,Drama,R,8.4,77.0,120.0,['Park Chan-wook'],Choi Min-sik,2003,1.0,1.0,1.0,1.0
3034,OLIVER (1968),10000000.0,37402877.0,37402877.0,,,,,,,,,,,,
3035,OLIVER TWIST (2005),65000000.0,2070920.0,26670920.0,,,,,,,,,,,,
3036,OLYMPUS HAS FALLEN (2013),70000000.0,98927592.0,172878928.0,,,,,,,,,,,,
3037,ON DEADLY GROUND (1994),50000000.0,38590458.0,38590458.0,Action/Adventure,R,4.5,33.0,101.0,['Steven Seagal'],Steven Seagal,1994,0.0,1.0,1.0,1.0
3038,ON HER MAJESTY'S SECRET SERVICE (1969),8000000.0,22800000.0,82000000.0,,,,,,,,,,,,
3039,ON THE BASIS OF SEX (2018),20000000.0,24704837.0,38794346.0,,,,,,,,,,,,
3040,ON THE DOWNLOW (2004),10000.0,1987.0,1987.0,,,,,,,,,,,,
3041,ON THE LINE (2001),10000000.0,4365455.0,16222303.0,,,,,,,,,,,,
3042,ON THE OUTS (2005),250000.0,49772.0,237816.0,,,,,,,,,,,,
3043,ON THE ROAD (2012),25000000.0,720828.0,9313302.0,,,,,,,,,,,,
3044,ON THE WATERFRONT (1954),910000.0,9600000.0,9600000.0,Horror,Approved,8.1,91.0,108.0,['Elia Kazan'],Marlon Brando,1954,1.0,1.0,1.0,1.0
3045,ONCE (2007),150000.0,9445857.0,23151269.0,Romance,R,7.8,89.0,86.0,['John Carney'],Glen Hansard,2007,1.0,1.0,1.0,1.0
3046,ONCE IN A LIFETIME THE EXTRAORDINARY STORY OF THE NEW YORK COSMOS (2006),1000000.0,144601.0,215559.0,,,,,,,,,,,,
3047,ONCE UPON A TIME IN AMERICA (1984),30000000.0,5321508.0,5576072.0,Drama,R,8.3,75.0,229.0,['Sergio Leone'],Robert De Niro,1984,1.0,1.0,1.0,1.0
5988,ONCE UPON A TIME IN ANATOLIA (2011),,,,Horror,Not Rated,7.8,82.0,157.0,['Nuri Bilge Ceylan'],Muhammet Uzuner,2011,1.0,1.0,1.0,1.0
3048,ONCE UPON A TIME IN HOLLYWOOD (2019),90000000.0,142502728.0,377426903.0,Comedy-Drama,R,7.6,83.0,161.0,['Quentin Tarantino'],Leonardo DiCaprio,2019,1.0,1.0,1.0,1.0
3049,ONCE UPON A TIME IN MEXICO (2003),29000000.0,56330657.0,97413527.0,,,,,,,,,,,,
3050,ONCE UPON A TIME IN THE WEST (1969),5000000.0,5321508.0,5380513.0,,,,,,,,,,,,
5989,ONCE UPON A TIME IN VENICE (2017),,,,Comedy,Not Rated,5.3,28.0,94.0,['Mark Cullen'],Bruce Willis,2017,0.0,1.0,1.0,1.0
5990,ONCE WERE WARRIORS (1994),,,,Drama,R,7.9,77.0,102.0,['Lee Tamahori'],Rena Owen,1994,1.0,1.0,1.0,1.0
3051,ONDINE (2010),12000000.0,550472.0,557545.0,,,,,,,,,,,,
3052,ONE DAY (2011),15000000.0,13843771.0,59168692.0,,,,,,,,,,,,
3053,ONE DIRECTION THIS IS US (2013),10000000.0,28873374.0,68260659.0,,,,,,,,,,,,
3054,ONE FLEW OVER THE CUCKOO'S NEST (1975),4400000.0,108981275.0,163274115.0,Drama,R,8.7,84.0,133.0,['Milos Forman'],Jack Nicholson,1975,1.0,1.0,1.0,1.0
3055,ONE FOR THE MONEY (2012),42000000.0,26414527.0,36197221.0,Action/Adventure,PG-13,5.3,22.0,91.0,['Julie Anne Robinson'],Katherine Heigl,2012,0.0,1.0,1.0,1.0
3056,ONE HOUR PHOTO (2002),12000000.0,31597131.0,52223306.0,,,,,,,,,,,,
3057,ONE MAN'S HERO (1999),18000000.0,229311.0,229311.0,,,,,,,,,,,,
3058,ONE MISSED CALL (2008),20000000.0,26890041.0,44513466.0,Horror,PG-13,4.0,24.0,87.0,['Eric Valette'],Edward Burns,2008,0.0,1.0,1.0,1.0
3059,ONE NIGHT WITH THE KING (2006),20000000.0,13395961.0,13725032.0,,,,,,,,,,,,
3060,ONE TRUE THING (1998),30000000.0,23337196.0,26708196.0,,,,,,,,,,,,
3061,ONG BAK (2005),1100000.0,4563167.0,24051852.0,,,,,,,,,,,,
3062,ONG BAK 2 (2009),15000000.0,102458.0,7583050.0,,,,,,,,,,,,
5991,ONG BAK 3 (2010),,,,Action/Adventure,R,4.9,38.0,99.0,"['Tony Jaa', 'Panna Rittikrai']",Tony Jaa,2010,0.0,1.0,0.0,2.0
3063,ONLY GOD FORGIVES (2013),4800000.0,775849.0,4494560.0,,,,,,,,,,,,
3064,ONLY THE BRAVE (2017),38000000.0,18340051.0,24555177.0,,,,,,,,,,,,
3065,ONLY THE STRONG (1993),6000000.0,3273588.0,3273588.0,,,,,,,,,,,,
3066,ONWARD (2020),200000000.0,61555145.0,133357601.0,,,,,,,,,,,,
3067,OPAL DREAM (2006),9000000.0,14443.0,14443.0,,,,,,,,,,,,
3068,OPEN RANGE (2003),26000000.0,58331254.0,68613992.0,,,,,,,,,,,,
3069,OPEN SEASON (2006),85000000.0,85105259.0,191932158.0,,,,,,,,,,,,
3070,OPEN WATER (2004),500000.0,30500882.0,55518641.0,,,,,,,,,,,,
5992,OPEN WINDOWS (2014),,,,Horror,Not Rated,5.1,47.0,100.0,['Nacho Vigalondo'],Sasha Grey,2014,0.0,1.0,1.0,1.0
3071,OPERATION CHROMITE (2016),12700000.0,1022720.0,49196532.0,,,,,,,,,,,,
3072,OPERATION FINALE (2018),20000000.0,17612099.0,17612099.0,,,,,,,,,,,,
3073,ORANGE COUNTY (2002),18000000.0,41059716.0,43308707.0,,,,,,,,,,,,
3074,ORDINARY PEOPLE (1980),6200000.0,52302978.0,52302978.0,Drama,R,7.7,86.0,124.0,['Robert Redford'],Donald Sutherland,1980,1.0,1.0,1.0,1.0
3075,ORGAZMO (1998),1000000.0,582024.0,627287.0,,,,,,,,,,,,
3076,ORIGINAL SIN (2001),26000000.0,16521410.0,16521410.0,,,,,,,,,,,,
3077,ORPHAN (2009),20000000.0,41596251.0,78769428.0,,,,,,,,,,,,
3078,OSAMA (2004),500000.0,1127331.0,1971479.0,,,,,,,,,,,,
3079,OSCAR AND LUCINDA (1998),12500000.0,1612957.0,1612957.0,,,,,,,,,,,,
3080,OSMOSIS JONES (2001),70000000.0,13596911.0,13596911.0,,,,,,,,,,,,
3081,OTHELLO (1995),11000000.0,2844379.0,2844379.0,,,,,,,,,,,,
3082,OUIJA (2014),5000000.0,50856010.0,103300632.0,,,,,,,,,,,,
5993,OUIJA (II) (2014),,,,Horror,PG-13,4.5,38.0,89.0,['Stiles White'],Olivia Cooke,II,0.0,1.0,1.0,1.0
3083,OUIJA ORIGIN OF EVIL (2016),9000000.0,35144505.0,81831866.0,,,,,,,,,,,,
3084,OUR BRAND IS CRISIS (2015),28000000.0,7002261.0,8594558.0,,,,,,,,,,,,
3085,OUR FAMILY WEDDING (2010),14000000.0,20255281.0,21410546.0,,,,,,,,,,,,
3086,OUR FRIEND (2021),10000000.0,657511.0,714255.0,,,,,,,,,,,,
3087,OUR IDIOT BROTHER (2011),5000000.0,24814830.0,25861249.0,,,,,,,,,,,,
3088,OUT COLD (2001),11000000.0,13906394.0,14786394.0,,,,,,,,,,,,
3089,OUT OF AFRICA (1985),28000000.0,79096868.0,258210860.0,,,,,,,,,,,,
3090,OUT OF SIGHT (1998),48000000.0,37562568.0,77562568.0,,,,,,,,,,,,
3091,OUT OF THE BLUE (2007),4600000.0,728.0,731767.0,,,,,,,,,,,,
3092,OUT OF THE DARK (1989),1600000.0,419428.0,419428.0,,,,,,,,,,,,
3093,OUT OF THE FURNACE (2013),22000000.0,11330849.0,15434375.0,,,,,,,,,,,,
5994,OUT OF THE PAST (1947),,,,Drama,Not Rated,8.0,85.0,97.0,['Jacques Tourneur'],Robert Mitchum,1947,1.0,1.0,1.0,1.0
3094,OUT OF TIME (2003),50000000.0,41083108.0,55489826.0,,,,,,,,,,,,
3095,OUTBREAK (1995),50000000.0,67823573.0,190023573.0,,,,,,,,,,,,
5995,OUTCAST (2014),,,,Action/Adventure,Not Rated,4.6,33.0,99.0,['Nick Powell'],Nicolas Cage,2014,0.0,1.0,1.0,1.0
3096,OUTLANDER (2009),50000000.0,166003.0,1250617.0,,,,,,,,,,,,
3097,OUTSIDE PROVIDENCE (1999),7000000.0,7309628.0,7824358.0,,,,,,,,,,,,
5996,OUTSIDE THE WIRE (2021),,,,Action/Adventure,R,5.4,45.0,114.0,['Mikael Håfström'],Anthony Mackie,2021,0.0,1.0,1.0,1.0
3098,OVER HER DEAD BODY (2008),10000000.0,7570127.0,21596074.0,Romance,PG-13,5.2,30.0,95.0,['Jeff Lowell'],Eva Longoria,2008,0.0,1.0,1.0,1.0
3099,OVER THE HEDGE (2006),80000000.0,155019340.0,343397247.0,,,,,,,,,,,,
3100,OVER THE HILL TO THE POORHOUSE (1920),100000.0,3000000.0,3000000.0,,,,,,,,,,,,
3101,OVERBOARD (2018),12000000.0,50316123.0,91244913.0,,,,,,,,,,,,
3102,OVERCOMER (2019),5000000.0,34700142.0,38102988.0,,,,,,,,,,,,
3103,OVERLORD (2018),38000000.0,21704844.0,39178189.0,,,,,,,,,,,,
3104,OWNING MAHOWNY (2003),10000000.0,1011054.0,1147871.0,,,,,,,,,,,,
3105,OZ THE GREAT AND POWERFUL (2013),200000000.0,234770996.0,490359051.0,,,,,,,,,,,,
3106,P S I LOVE YOU (2007),30000000.0,53695808.0,155769678.0,,,,,,,,,,,,
3107,PAA (2009),4300000.0,199228.0,9791282.0,,,,,,,,,,,,
3108,PACIFIC RIM (2013),190000000.0,101802906.0,411002906.0,,,,,,,,,,,,
3109,PACIFIC RIM UPRISING (2018),155000000.0,59874525.0,290930148.0,,,,,,,,,,,,
3110,PADDINGTON (2014),55000000.0,76223578.0,252410984.0,,,,,,,,,,,,
5997,PADDINGTON 2 (2017),,,,Comedy,PG,7.8,88.0,103.0,['Paul King'],Ben Whishaw,2017,1.0,1.0,1.0,1.0
3111,PAIN AND GAIN (2013),26000000.0,49875291.0,81275291.0,,,,,,,,,,,,
3112,PAINT YOUR WAGON (1969),20000000.0,31678778.0,31678778.0,,,,,,,,,,,,
3113,PALE RIDER (1985),6900000.0,41410568.0,41410568.0,,,,,,,,,,,,
3114,PALO ALTO (2014),1000000.0,767732.0,1156309.0,,,,,,,,,,,,
3115,PAN (2015),150000000.0,35088320.0,151525973.0,,,,,,,,,,,,
5998,PAN'S LABYRINTH (2006),,,,Sci-fi/Fantasy,R,8.2,98.0,118.0,['Guillermo del Toro'],Ivana Baquero,2006,1.0,1.0,1.0,1.0
3116,PANDORA'S BOX (2002),800000.0,881950.0,881950.0,,,,,,,,,,,,
3117,PANDORUM (2009),40000000.0,10330853.0,17033431.0,,,,,,,,,,,,
3118,PANIC (2000),1000000.0,779137.0,1425707.0,,,,,,,,,,,,
3119,PANIC ROOM (2002),48000000.0,95308367.0,196308367.0,,,,,,,,,,,,
3120,PAPARAZZI (2004),20000000.0,15712072.0,16612072.0,,,,,,,,,,,,
5999,PAPER MOON (1973),,,,Comedy-Drama,PG,8.1,77.0,102.0,['Peter Bogdanovich'],Ryan O'Neal,1973,1.0,1.0,1.0,1.0
3121,PAPER TOWNS (2015),12000000.0,32000304.0,85450484.0,,,,,,,,,,,,
3122,PAPILLON (1973),13500000.0,53267000.0,53292989.0,Biography,R,8.0,58.0,151.0,['Franklin J. Schaffner'],Steve McQueen,1973,1.0,1.0,1.0,1.0
6000,PAPRIKA (2006),,,,Animation,R,7.7,81.0,90.0,['Satoshi Kon'],Megumi Hayashibara,2006,1.0,1.0,1.0,1.0
6001,PARADISE HILLS (2019),,,,Sci-fi/Fantasy,TV-14,5.3,49.0,95.0,['Alice Waddington'],Emma Roberts,2019,0.0,1.0,1.0,1.0
3123,PARANOIA (2013),40000000.0,7388654.0,16340767.0,,,,,,,,,,,,
3124,PARANORMAL ACTIVITY (2009),450000.0,107918810.0,194183034.0,,,,,,,,,,,,
3125,PARANORMAL ACTIVITY 2 (2010),3000000.0,84752907.0,177512032.0,,,,,,,,,,,,
3126,PARANORMAL ACTIVITY 3 (2011),5000000.0,104028807.0,207039844.0,,,,,,,,,,,,
3127,PARANORMAL ACTIVITY 4 (2012),5000000.0,53900335.0,142817992.0,Horror,R,4.6,40.0,88.0,"['Henry Joost', 'Ariel Schulman']",Stephen Dunham,2012,0.0,1.0,0.0,2.0
6002,PARANORMAL ACTIVITY NEXT OF KIN (2021),,,,Horror,R,5.2,37.0,98.0,['William Eubank'],Emily Bader,2021,0.0,1.0,1.0,1.0
3128,PARANORMAL ACTIVITY THE GHOST DIMENSION (2015),10000000.0,18297124.0,77959374.0,Horror,R,4.6,30.0,88.0,['Gregory Plotkin'],Chris J. Murray,2015,0.0,1.0,1.0,1.0
3129,PARANORMAL ACTIVITY THE MARKED ONES (2014),5000000.0,32462372.0,90904854.0,Horror,R,5.0,42.0,84.0,['Christopher Landon'],Andrew Jacobs,2014,0.0,1.0,1.0,1.0
3130,PARANORMAN (2012),60000000.0,56003051.0,108119662.0,,,,,,,,,,,,
6003,PARASITE (2019),,,,Drama,R,8.5,96.0,132.0,['Bong Joon Ho'],Song Kang-ho,2019,1.0,1.0,1.0,1.0
3131,PARENTAL GUIDANCE (2012),25000000.0,77267296.0,120832383.0,,,,,,,,,,,,
3132,PARIS JE T'AIME (2007),13000000.0,4857374.0,5175088.0,,,,,,,,,,,,
6004,PARIS TEXAS (1984),,,,Drama,R,8.1,80.0,145.0,['Wim Wenders'],Harry Dean Stanton,1984,1.0,1.0,1.0,1.0
3133,PARKER (2013),35000000.0,17616641.0,48543388.0,,,,,,,,,,,,
3134,PARKLAND (2013),10000000.0,641439.0,1616353.0,,,,,,,,,,,,
3135,PARTY MONSTER (2003),5000000.0,742898.0,894030.0,,,,,,,,,,,,
3136,PASSCHENDAELE (2008),20000000.0,4452423.0,4453327.0,,,,,,,,,,,,
3137,PASSENGERS (2016),110000000.0,100014699.0,302239672.0,,,,,,,,,,,,
6005,PASSION (2012),,,,Action/Adventure,R,5.3,53.0,102.0,['Brian De Palma'],Rachel McAdams,2012,0.0,1.0,1.0,1.0
3138,PAT GARRETT AND BILLY THE KID (1973),4638783.0,8000000.0,11000000.0,,,,,,,,,,,,
3139,PATCH ADAMS (1998),50000000.0,135014968.0,202173000.0,,,,,,,,,,,,
3140,PATERSON (2016),5000000.0,2141423.0,10727536.0,,,,,,,,,,,,
6006,PATHFINDER (2007),,,,Action/Adventure,R,5.4,29.0,99.0,['Marcus Nispel'],Karl Urban,2007,0.0,1.0,1.0,1.0
3141,PATHOLOGY (2008),8000000.0,109045.0,3270974.0,,,,,,,,,,,,
6007,PATHS OF GLORY (1957),,,,Drama,Approved,8.4,90.0,88.0,['Stanley Kubrick'],Kirk Douglas,1957,1.0,1.0,1.0,1.0
3142,PATRIOT GAMES (1992),45000000.0,83287363.0,178100000.0,,,,,,,,,,,,
3143,PATRIOTS DAY (2016),40000000.0,31886361.0,52837989.0,,,,,,,,,,,,
3144,PATTON (1970),12000000.0,62500000.0,62500000.0,Biography,GP,7.9,91.0,172.0,['Franklin J. Schaffner'],George C. Scott,1970,1.0,1.0,1.0,1.0
3145,PAUL (2011),40000000.0,37412945.0,101162106.0,,,,,,,,,,,,
3146,PAUL APOSTLE OF CHRIST (2018),5000000.0,17547999.0,26078500.0,,,,,,,,,,,,
3147,PAUL BLART MALL COP (2009),26000000.0,146336178.0,185904750.0,Action/Adventure,PG,5.2,39.0,91.0,['Steve Carr'],Kevin James,2009,0.0,1.0,1.0,1.0
3148,PAUL BLART MALL COP 2 (2015),38000000.0,71091594.0,107453907.0,Action/Adventure,PG,4.4,13.0,94.0,['Andy Fickman'],Kevin James,2015,0.0,1.0,1.0,1.0
3149,PAWS OF FURY THE LEGEND OF HANK (2022),45000000.0,17811382.0,25532824.0,,,,,,,,,,,,
3150,PAY IT FORWARD (2000),40000000.0,33508922.0,55696705.0,,,,,,,,,,,,
6008,PAY THE GHOST (2015),,,,Horror,Not Rated,5.1,23.0,94.0,['Uli Edel'],Nicolas Cage,2015,0.0,1.0,1.0,1.0
3151,PAYBACK (1999),50000000.0,81526121.0,161626121.0,,,,,,,,,,,,
3152,PAYCHECK (2003),60000000.0,53789313.0,98819789.0,,,,,,,,,,,,
3153,PCU (1994),9000000.0,4333569.0,4333569.0,,,,,,,,,,,,
3154,PEACE PROPAGANDA AND THE PROMISED LAND (2005),70000.0,4930.0,4930.0,,,,,,,,,,,,
3155,PEACEFUL WARRIOR (2006),10000000.0,2893666.0,3260179.0,,,,,,,,,,,,
3156,PEARL HARBOR (2001),151500000.0,198539855.0,449239853.0,,,,,,,,,,,,
3157,PEE WEE'S BIG ADVENTURE (1985),7000000.0,40940662.0,40940662.0,,,,,,,,,,,,
3158,PEEPLES (2013),11000000.0,9177065.0,9307166.0,,,,,,,,,,,,
3159,PEGGY SUE GOT MARRIED (1986),18000000.0,41382841.0,41382841.0,,,,,,,,,,,,
3160,PENGUINS OF MADAGASCAR (2014),132000000.0,83350911.0,366942531.0,,,,,,,,,,,,
3161,PENITENTIARY (1980),100000.0,287000.0,287000.0,,,,,,,,,,,,
3162,PEOPLE I KNOW (2003),20000000.0,121972.0,5694213.0,,,,,,,,,,,,
3163,PEOPLE LIKE US (2012),16000000.0,12431792.0,12617472.0,,,,,,,,,,,,
3164,PEPI LUCI BOM Y OTRAS CHICAS DEL MONTON (1980),46000.0,48363.0,48363.0,,,,,,,,,,,,
3165,PEPPERMINT (2018),25000000.0,35418723.0,51800758.0,,,,,,,,,,,,
3166,PER QUALCHE DOLLARO IN PII (1967),600000.0,4300000.0,4300000.0,,,,,,,,,,,,
3167,PER UN PUGNO DI DOLLARI (1967),200000.0,3500000.0,3527522.0,,,,,,,,,,,,
3168,PERCY JACKSON AND THE OLYMPIANS THE LIGHTNING THIEF (2010),95000000.0,88768303.0,223050874.0,,,,,,,,,,,,
